seed,trial,x0_m,y0_m,x1_m,y1_m,force_target_N,force_mean_N,force_std_N,force_min_N,force_max_N,duration_s,sample_hz,dt_s,samples,ou_theta,ou_sigma,ou_initial_std
2732143904,1,0.059264990875877,-0.11999895653546892,0.14871172729794294,-0.11688419211454512,12.341989073365147,12.806895244493544,0.8454553837769998,10.511096337752004,14.850480594512753,4.317313090808065,50.0,0.02,217,2.5,2.5,1.0
2732143904,2,-0.018404117378770735,-0.12065988099579054,0.011490135876723262,-0.14493410607063695,12.879861703195225,11.759029579022256,0.951418264856223,10.333937260311899,13.619803776831953,2.4102263321583965,50.0,0.02,122,2.5,2.5,1.0
2732143904,3,0.004583131326684614,-0.00826886574463312,-0.05409373255118556,0.09348309544977831,25.938798019361514,26.260162397886425,0.9256684721879718,24.334328099618816,28.690209951123364,3.7914823997535088,50.0,0.02,191,2.5,2.5,1.0
2732143904,4,-0.030288884626926957,0.13840253948407985,-0.10924821702474966,0.14973271948888486,21.78093063994562,21.302878481773934,0.8213250472648589,18.868246643017574,23.61076121329176,3.4265731145388663,50.0,0.02,173,2.5,2.5,1.0
2732143904,5,-0.028601602901707643,0.1457529027638477,0.07716611550897493,-0.0408921803724582,24.05024983937645,23.584608778543007,0.47134058088812314,22.566824334038937,24.719412248802783,1.2983287696769055,50.0,0.02,66,2.5,2.5,1.0
2732143904,6,-0.14780275125102052,-0.06401837646123115,0.056178088277960475,-0.025320064525790248,25.759895203771386,25.352230613234855,0.9105843590562741,23.01353830662163,27.991831924729805,4.825299718644484,50.0,0.02,243,2.5,2.5,1.0
2732143904,7,-0.012090228600978581,0.03397742611709581,0.003953648127883458,0.07507722833326169,26.271447337356353,26.200985064498564,0.6460561302304991,24.44157165963294,27.78662721982831,3.126481901100221,50.0,0.02,158,2.5,2.5,1.0
2732143904,8,0.021629329173738165,-0.046536853577137285,0.01221951111425762,0.059870019414134806,15.000558220954117,14.706120073299093,0.7641148984779371,13.029827665416645,16.541092909025,2.919429539346738,50.0,0.02,147,2.5,2.5,1.0
2732143904,9,-0.11362495578853865,-0.10744494522717901,-0.1465066852158681,0.043703312946605566,16.184538276887647,15.860731215166375,1.1702532588419476,13.037050541865254,18.679073724205836,3.9384093794205093,50.0,0.02,198,2.5,2.5,1.0
2732143904,10,0.05406008490090808,0.09632279403558144,0.030839117692250534,0.046889435189815754,27.955543731523893,28.90692982375708,0.8032692353781966,27.200362684580696,30.0,1.584607826357606,50.0,0.02,81,2.5,2.5,1.0
