seed,trial,x0_m,y0_m,x1_m,y1_m,force_target_N,force_mean_N,force_std_N,force_min_N,force_max_N,duration_s,sample_hz,dt_s,samples,ou_theta,ou_sigma,ou_initial_std
3709737172,1,-0.10044683041909652,-0.026594088503512983,0.0948705338916776,0.07321396282178311,1.8048341413575908,1.6116873129948053,0.762623482504455,0.0,3.106012689742486,3.9233493346079475,50.0,0.02,198,2.5,2.5,1.0
3709737172,2,0.10842584795328378,0.09036325430176648,0.017060519343607833,0.08295874724012489,27.943916972307882,28.215542440573117,0.7184202818538923,26.89093367927856,29.727012076164616,1.1169184174644324,50.0,0.02,57,2.5,2.5,1.0
3709737172,3,-0.1037975649038067,0.11468939047633422,-0.025596228559829584,-0.03399357591096609,12.374352345484954,12.721565966677279,1.306304961275555,9.847188790263289,14.697764442553527,2.068116300807835,50.0,0.02,105,2.5,2.5,1.0
3709737172,4,-0.049657569401952956,-0.005117869297705913,-0.0045226762162790535,0.07173212944172658,22.819714804873595,23.68172176441789,0.7186356630459017,21.72910828419462,25.01409244517277,1.8419193566869132,50.0,0.02,94,2.5,2.5,1.0
3709737172,5,0.10792666446326646,-0.058433922692399595,-0.030712034644608407,-0.09328980194585793,13.92746995446744,13.844097883081844,0.9093268899962367,11.3740669746064,15.140041909590884,1.3261677870265007,50.0,0.02,68,2.5,2.5,1.0
3709737172,6,-0.038628987281867214,0.07876990511658982,0.09240234707881345,0.10006013449053133,4.89659629724751,4.437013087547256,1.2158893480468231,1.8013990205741992,6.67317681587566,2.6657969121281426,50.0,0.02,135,2.5,2.5,1.0
3709737172,7,-0.10429709354266839,-0.11630482675581155,-0.012767071872556823,-0.05161217989911503,13.044183300066049,12.220441044235095,1.679278539982744,10.089244245998852,15.588037262052463,1.053147425985407,50.0,0.02,54,2.5,2.5,1.0
3709737172,8,0.029057285721125897,0.10117995228190022,-0.055126448366371164,-0.14546131290353564,19.703312371645954,20.00064188059376,1.0071634903428566,17.776962588609763,22.32840842935631,2.727689316653845,50.0,0.02,138,2.5,2.5,1.0
3709737172,9,0.010327537197478476,-0.044371978359137185,0.016141293686535024,-0.026096553362835284,26.743356756464017,26.39606787159771,0.6021961545873724,25.352851209474018,27.692607926190643,1.1640218412399954,50.0,0.02,60,2.5,2.5,1.0
3709737172,10,-0.026234386300317464,-0.10971095487221241,0.02338064067728446,0.0082100646067724,20.198867921908732,20.103624470389853,0.8006029831169131,17.865522006166344,22.15938735606232,4.838511914022708,50.0,0.02,243,2.5,2.5,1.0
