seed,trial,x0_m,y0_m,x1_m,y1_m,force_target_N,force_mean_N,force_std_N,force_min_N,force_max_N,duration_s,sample_hz,dt_s,samples,ou_theta,ou_sigma,ou_initial_std
3661073676,1,-0.04878704600163267,0.11473871278252548,-0.12152860740118393,-0.1241264898102709,16.716392704276448,16.773144663598668,1.1365047418142706,13.831535227049374,19.702362777983133,4.242122230617477,50.0,0.02,214,2.5,2.5,1.0
3661073676,2,-0.016542660400655745,-0.05440497565702347,0.13869731582293657,0.13555701293130398,15.944435056369846,16.033320042996635,0.8205380986253955,14.02466136109163,17.94777512333283,3.1864272710670742,50.0,0.02,161,2.5,2.5,1.0
3661073676,3,-0.06552452122359352,0.14180442009334857,-0.01215531434461617,-0.042997713836456716,28.090068145245183,27.72688580377267,1.1434804573327906,25.342845362423077,30.0,3.1380812769027466,50.0,0.02,158,2.5,2.5,1.0
3661073676,4,-0.08356111077170754,-0.002619734632229087,0.11882244660872268,0.0927816222410767,1.6872229087208324,2.7634495252167803,1.3162689393095557,0.0,5.112073139749345,4.06554306084677,50.0,0.02,205,2.5,2.5,1.0
3661073676,5,-0.07348269973710823,0.05622439127142681,0.033618559204550424,-0.019197816701884862,25.924665744549927,25.602571121700066,0.8303477575022237,23.9913432887184,27.627306934982503,3.4922765936402644,50.0,0.02,176,2.5,2.5,1.0
3661073676,6,-0.09141937119655025,0.09913265005687197,-0.14676595705190149,0.039928497821287545,5.892660332692097,6.15579038653182,0.8013919600112994,3.7760181193600992,7.790496694721791,3.4982549963534635,50.0,0.02,176,2.5,2.5,1.0
3661073676,7,-0.025825896087891376,-0.14358081872835884,-0.10604604424592827,-0.009635905535718858,2.7159202686878547,2.057133890270312,0.842429099607387,0.0,4.175844135149269,4.889713460618639,50.0,0.02,246,2.5,2.5,1.0
3661073676,8,0.13288743522770144,-0.04989216946568899,-0.09928838606960738,-0.009450946636419488,11.014636458120899,10.385111818117714,1.0284128532016739,8.28798807281857,12.934118516708665,2.8209935813310687,50.0,0.02,143,2.5,2.5,1.0
3661073676,9,0.14428820362263187,0.13643869731695288,-0.06702726724602753,-0.02152927487905623,6.391971126256842,6.517058973658163,0.7333044980245923,5.221750524182318,8.613546132064176,3.639734653982329,50.0,0.02,183,2.5,2.5,1.0
3661073676,10,0.018217180118564325,0.03471225643113712,0.13619060441621708,-0.1390469198606256,22.11223363076459,22.462818851757774,1.0520629190718638,19.70809891408469,24.638400959464857,4.978061477176404,50.0,0.02,250,2.5,2.5,1.0
