seed,trial,x0_m,y0_m,x1_m,y1_m,force_target_N,force_mean_N,force_std_N,force_min_N,force_max_N,duration_s,sample_hz,dt_s,samples,ou_theta,ou_sigma,ou_initial_std
774196440,1,0.004009678398257249,0.1286115299903655,-0.03543929678636221,-0.06289086396952838,12.742688234075526,12.46916626831846,0.7278592479616395,10.491045174687999,14.265722581843175,4.906356051751905,50.0,0.02,247,2.5,2.5,1.0
774196440,2,0.1042299173476128,0.007482046920031821,0.006091465183460765,0.08510589347483358,29.838157905093095,28.98724129874385,0.6751780808478861,27.365735131655377,30.0,3.200800338561516,50.0,0.02,162,2.5,2.5,1.0
774196440,3,0.12260385824662293,0.040379796874691815,0.11838651914351991,-0.016959353347387213,1.152731418200409,1.0908898834201957,0.8901004225177734,0.0,3.6426203207549954,3.334716129125554,50.0,0.02,168,2.5,2.5,1.0
774196440,4,-0.040366260732709575,-0.13185429283349395,0.00012877226675148123,0.12957167147682677,17.39111072298767,16.667992375828923,1.010472778088406,14.355356729818878,19.82525202177401,2.738848396468,50.0,0.02,138,2.5,2.5,1.0
774196440,5,-0.06545101176772589,-0.14860449229707287,-0.07670339482337142,-0.10714370967804318,2.0890914861767174,1.3006669928808,0.8564977053766318,0.0,3.5370859641697083,1.7058311061378344,50.0,0.02,87,2.5,2.5,1.0
774196440,6,-0.13416608650339995,0.017818610345626595,-0.12647673015181277,-0.07799927164938458,9.754619205084385,9.893178242492713,1.1819604939971453,8.095511086516812,12.189932053064721,1.139090364845527,50.0,0.02,58,2.5,2.5,1.0
774196440,7,0.028378100573087622,-0.12064900577558829,-0.08886413927645836,0.07935161403654192,4.591110526343941,4.424385028618767,0.6321299261796265,2.9114454340012883,5.6015160094627445,1.2409715451547165,50.0,0.02,64,2.5,2.5,1.0
774196440,8,0.05272351538494077,-0.050618268668692235,0.00015863365855675604,0.13572751805176628,8.319394645438727,8.508429845072897,0.8760936007995985,6.1966391408692605,10.180505165904117,4.920535591576206,50.0,0.02,248,2.5,2.5,1.0
774196440,9,0.1282286617946841,-0.14161317610232096,-0.023199969628717787,-0.14980876678055538,24.74277098749206,24.94283618635527,0.7186993074450647,23.25577196964385,27.42487310453652,3.3590600563831408,50.0,0.02,169,2.5,2.5,1.0
774196440,10,0.018042644005929254,0.0157939725300002,0.037587633312795965,0.12566216623166174,9.892086595417894,9.885149457618386,1.1300511735577283,6.680160450866818,11.706992163555395,3.0612673716636984,50.0,0.02,155,2.5,2.5,1.0
