seed,trial,sample,target_name,time_s,duration_s,x_m,y_m,z_m,x_mm,y_mm,z_mm,force_target_N,current_force_N
774196440,1,0,Line_T01_0000,0.0,4.906356051751905,0.004009678398257249,0.1286115299903655,0.0,4.0096783982572495,128.61152999036548,0.0,12.742688234075526,13.683185670662604
774196440,1,1,Line_T01_0001,0.01994453679573945,4.906356051751905,0.003849316710514894,0.12783306497426836,0.0,3.849316710514894,127.83306497426835,0.0,12.742688234075526,13.535552285176013
774196440,1,2,Line_T01_0002,0.0398890735914789,4.906356051751905,0.003688955022772538,0.12705459995817123,0.0,3.688955022772538,127.05459995817122,0.0,12.742688234075526,13.765365236031801
774196440,1,3,Line_T01_0003,0.05983361038721835,4.906356051751905,0.0035285933350301824,0.1262761349420741,0.0,3.5285933350301826,126.2761349420741,0.0,12.742688234075526,13.542070712679582
774196440,1,4,Line_T01_0004,0.0797781471829578,4.906356051751905,0.0033682316472878272,0.12549766992597697,0.0,3.368231647287827,125.49766992597696,0.0,12.742688234075526,13.749975333192157
774196440,1,5,Line_T01_0005,0.09972268397869724,4.906356051751905,0.003207869959545472,0.12471920490987985,0.0,3.207869959545472,124.71920490987985,0.0,12.742688234075526,13.342131460801024
774196440,1,6,Line_T01_0006,0.1196672207744367,4.906356051751905,0.003047508271803116,0.1239407398937827,0.0,3.047508271803116,123.94073989378269,0.0,12.742688234075526,13.498523608089652
774196440,1,7,Line_T01_0007,0.13961175757017613,4.906356051751905,0.002887146584060761,0.12316227487768558,0.0,2.8871465840607606,123.16227487768558,0.0,12.742688234075526,13.122992759940582
774196440,1,8,Line_T01_0008,0.1595562943659156,4.906356051751905,0.0027267848963184052,0.12238380986158846,0.0,2.726784896318405,122.38380986158846,0.0,12.742688234075526,13.370499496818196
774196440,1,9,Line_T01_0009,0.17950083116165505,4.906356051751905,0.0025664232085760496,0.12160534484549132,0.0,2.5664232085760497,121.60534484549132,0.0,12.742688234075526,13.108883689187298
