seed,trial,x0_m,y0_m,x1_m,y1_m,force_target_N,force_mean_N,force_std_N,force_min_N,force_max_N,duration_s,sample_hz,dt_s,samples,ou_theta,ou_sigma,ou_initial_std
3623925320,1,0.0006994351439828517,-0.0990094129395818,0.061933335799944506,-0.001813787731302141,6.235616404553106,5.367962009365881,1.1572370739919973,2.4454760866574907,8.037733389453782,3.510892510153215,50.0,0.02,177,2.5,2.5,1.0
3623925320,2,-0.04050236641872397,0.04880179010460389,-0.09688482626810518,0.10472798301985861,24.726720524293633,24.783988706338445,1.185471246686919,22.05911667999697,27.73541370989965,4.5229225836995735,50.0,0.02,228,2.5,2.5,1.0
3623925320,3,0.0181689508835442,-0.11991131584103554,-0.050324985920077295,-0.13328539194701092,25.314251800861207,25.164759703706387,1.2081744065002304,21.797159342551804,27.48180296099253,3.685894538410556,50.0,0.02,186,2.5,2.5,1.0
3623925320,4,0.03827494303534312,0.1133476396519986,-0.010919941766920072,0.1277969991592338,10.716262990042436,11.527412982035255,1.3170680509877164,8.362290898662625,14.760197139389911,3.890271416412642,50.0,0.02,196,2.5,2.5,1.0
3623925320,5,-0.03392612959902801,0.12994209874207371,-0.11338251643753032,0.117315980191836,8.915323841281092,9.235341801374492,1.421012710036641,5.533149810530969,11.839107739384252,2.3393248698274944,50.0,0.02,118,2.5,2.5,1.0
3623925320,6,-0.001647589936188465,0.13773407334948282,0.05944745476524621,-0.11902599589131552,5.559223072949976,5.507745822689954,0.9335898652567866,3.3230818015047947,7.592760325608938,4.435018214059699,50.0,0.02,223,2.5,2.5,1.0
3623925320,7,0.06657831297102265,-0.04209352733698775,-0.04512022298241815,0.13785512785663903,21.372967325026256,21.244546951381015,0.9592013663229034,18.701020102168652,23.8644361519838,3.609964818260398,50.0,0.02,182,2.5,2.5,1.0
3623925320,8,-0.02639959978727527,0.10902541845504357,0.040800918646357515,-0.14632277998558477,26.67034599007447,26.425563559011234,1.2025888276007484,24.175804272700134,28.824144897024006,4.30311085439515,50.0,0.02,217,2.5,2.5,1.0
3623925320,9,-0.09690266685750834,0.0970998063598065,0.1152742390592423,0.07061134217678719,18.43382833810657,18.022131155998665,0.7851553308791476,15.772661834884186,19.81042204498303,3.944888527268602,50.0,0.02,199,2.5,2.5,1.0
3623925320,10,-0.05575278352921141,-0.0930745261039122,-0.04808626093008647,0.054318302605850716,5.036478103215466,5.199935067371247,0.9699159761043774,3.485371423763975,7.984511112747752,4.088420204619888,50.0,0.02,206,2.5,2.5,1.0
